,Date,Store listing visitors: All traffic sources,Store listing visitors: Ads and referrals,Store listing visitors: Google Play explore,Store listing visitors: Google Play search,Store listing acquisitions: All traffic sources,Store listing acquisitions: Ads and referrals,Store listing acquisitions: Google Play explore,Store listing acquisitions: Google Play search,Store listing conversion rate: All traffic sources,Store listing conversion rate: Peers' median (All traffic sources),Store listing conversion rate: 25th percentile (All traffic sources),Store listing conversion rate: 75th percentile (All traffic sources),Store listing conversion rate: Ads and referrals,Store listing conversion rate: Google Play explore,Store listing conversion rate: Google Play search,Notes,pull_date
365,25 Oct 2023,"1,428","1,341",64,23,443,415,11,17,31.02%,44.44%,32.23%,55.98%,30.95%,17.19%,73.91%,Roll-out of release: Started roll-out of 57 (1.4.4) at 100%.,2024-12-18
366,26 Oct 2023,"2,388","2,303",68,17,584,552,18,14,24.46%,43.80%,31.53%,55.01%,23.97%,26.47%,82.35%,,2024-12-18
367,27 Oct 2023,"2,259","2,171",69,19,462,436,14,12,20.45%,43.75%,31.64%,55.26%,20.08%,20.29%,63.16%,,2024-12-18
368,28 Oct 2023,"2,180","2,067",92,21,527,489,25,13,24.17%,43.33%,31.15%,55.04%,23.66%,27.17%,61.90%,,2024-12-18
369,29 Oct 2023,"2,211","2,106",91,14,513,489,15,9,23.20%,43.48%,31.46%,55%,23.22%,16.48%,64.29%,,2024-12-18
370,30 Oct 2023,"1,565","1,485",58,22,404,380,10,14,25.81%,43.90%,31.85%,55.26%,25.59%,17.24%,63.64%,,2024-12-18
371,31 Oct 2023,"1,582","1,527",42,13,457,429,18,10,28.89%,44.12%,31.82%,55.56%,28.09%,42.86%,76.92%,,2024-12-18
372,1 Nov 2023,"1,862","1,781",60,21,491,462,13,16,26.37%,44.12%,32.03%,55.81%,25.94%,21.67%,76.19%,,2024-12-18
373,2 Nov 2023,"2,784","2,686",81,17,617,590,17,10,22.16%,44.12%,31.85%,55.56%,21.97%,20.99%,58.82%,,2024-12-18
374,3 Nov 2023,"2,472","2,391",65,16,578,557,11,10,23.38%,44%,31.58%,55.42%,23.30%,16.92%,62.50%,,2024-12-18
375,4 Nov 2023,"2,520","2,420",83,17,560,535,17,8,22.22%,43.65%,31.46%,55.06%,22.11%,20.48%,47.06%,,2024-12-18
376,5 Nov 2023,"2,206","2,118",72,16,527,499,19,9,23.89%,44.57%,32.49%,55.97%,23.56%,26.39%,56.25%,,2024-12-18
377,6 Nov 2023,"2,442","2,355",70,17,494,465,17,12,20.23%,44.44%,32.22%,55.77%,19.75%,24.29%,70.59%,,2024-12-18
378,7 Nov 2023,"2,470","2,398",55,17,532,511,10,11,21.54%,44.31%,32%,55.56%,21.31%,18.18%,64.71%,,2024-12-18
379,8 Nov 2023,"2,081","2,020",45,16,475,457,7,11,22.83%,44.04%,31.96%,55.56%,22.62%,15.56%,68.75%,,2024-12-18
380,9 Nov 2023,"2,214","2,157",50,7,481,468,9,4,21.73%,44.29%,31.91%,55.58%,21.70%,18%,57.14%,Roll-out of release: Started roll-out of 58 (1.4.5) at 100%.,2024-12-18
381,10 Nov 2023,"2,048","1,999",35,14,438,429,4,5,21.39%,44.07%,31.82%,55.56%,21.46%,11.43%,35.71%,,2024-12-18
382,11 Nov 2023,"2,591","2,522",58,11,548,520,20,8,21.15%,43.94%,31.25%,55.44%,20.62%,34.48%,72.73%,,2024-12-18
383,12 Nov 2023,"1,845","1,803",29,13,409,396,5,8,22.17%,44.44%,32.01%,56.04%,21.96%,17.24%,61.54%,,2024-12-18
384,13 Nov 2023,"1,994","1,939",43,12,444,429,8,7,22.27%,44.44%,32.46%,55.84%,22.12%,18.60%,58.33%,,2024-12-18
385,14 Nov 2023,"1,844","1,779",41,24,479,458,10,11,25.98%,44.66%,32.35%,56.28%,25.74%,24.39%,45.83%,,2024-12-18
386,15 Nov 2023,"5,306","4,090","1,187",29,915,886,14,15,17.24%,44.44%,32.20%,56%,21.66%,1.18%,51.72%,,2024-12-18
387,16 Nov 2023,"4,351","3,460",862,29,798,773,10,15,18.34%,44.43%,31.91%,55.81%,22.34%,1.16%,51.72%,,2024-12-18
388,17 Nov 2023,"6,828","6,726",85,17,"1,181","1,150",16,15,17.30%,44.19%,32.22%,55.88%,17.10%,18.82%,88.24%,,2024-12-18
389,18 Nov 2023,"5,866","5,763",80,23,985,961,11,13,16.79%,44.28%,31.82%,56%,16.68%,13.75%,56.52%,,2024-12-18
390,19 Nov 2023,"5,176","5,087",56,33,980,950,10,20,18.93%,44.74%,32.39%,56.60%,18.68%,17.86%,60.61%,,2024-12-18
391,20 Nov 2023,"6,088","5,993",65,30,"1,186","1,147",18,21,19.48%,44.80%,32.83%,56.31%,19.14%,27.69%,70%,,2024-12-18
392,21 Nov 2023,"5,970","5,820",100,50,"1,289","1,246",16,27,21.59%,45%,33.14%,56.41%,21.41%,16%,54%,,2024-12-18
393,22 Nov 2023,"3,290","3,184",70,36,860,822,12,26,26.14%,44.61%,32.14%,56.03%,25.82%,17.14%,72.22%,,2024-12-18
394,23 Nov 2023,"2,757","2,621",97,39,729,680,28,21,26.44%,44.44%,32.14%,56.08%,25.94%,28.87%,53.85%,Roll-out of release: Started roll-out of 59 (1.4.6) at 100%.,2024-12-18
395,24 Nov 2023,"3,368","3,201",138,29,858,806,34,18,25.48%,44.54%,32.32%,55.88%,25.18%,24.64%,62.07%,,2024-12-18
396,25 Nov 2023,"2,768","2,637",100,31,707,664,23,20,25.54%,44.32%,32.16%,55.81%,25.18%,23%,64.52%,,2024-12-18
397,26 Nov 2023,"2,646","2,522",96,28,648,611,22,15,24.49%,44.44%,32.39%,56.25%,24.23%,22.92%,53.57%,,2024-12-18
398,27 Nov 2023,"3,376","3,195",133,48,872,818,17,37,25.83%,44.68%,32.46%,56%,25.60%,12.78%,77.08%,,2024-12-18
399,28 Nov 2023,"2,820","2,696",91,33,736,699,18,19,26.10%,44.86%,32.65%,56.25%,25.93%,19.78%,57.58%,,2024-12-18
400,29 Nov 2023,"2,819","2,692",91,36,754,713,16,25,26.75%,44.70%,32.47%,56.25%,26.49%,17.58%,69.44%,,2024-12-18
401,30 Nov 2023,"2,672","2,566",78,28,715,683,17,15,26.76%,44.44%,32.22%,55.84%,26.62%,21.79%,53.57%,,2024-12-18
402,1 Dec 2023,"2,852","2,744",88,20,623,592,15,16,21.84%,44.40%,32.41%,55.84%,21.57%,17.05%,80%,,2024-12-18
403,2 Dec 2023,"2,823","2,724",87,12,585,559,21,5,20.72%,44.32%,31.63%,55.77%,20.52%,24.14%,41.67%,,2024-12-18
404,3 Dec 2023,"2,452","2,364",74,14,547,525,14,8,22.31%,44.62%,32.32%,56.25%,22.21%,18.92%,57.14%,,2024-12-18
405,4 Dec 2023,"2,697","2,611",67,19,655,622,18,15,24.29%,44.83%,32.46%,56.38%,23.82%,26.87%,78.95%,,2024-12-18
406,5 Dec 2023,"2,851","2,751",70,30,613,568,22,23,21.50%,43.94%,31.97%,55.26%,20.65%,31.43%,76.67%,,2024-12-18
407,6 Dec 2023,"2,413","2,341",55,17,485,466,9,10,20.10%,43.48%,31.13%,54.77%,19.91%,16.36%,58.82%,,2024-12-18
408,7 Dec 2023,"2,355","2,265",73,17,506,482,14,10,21.49%,43.60%,31.57%,54.93%,21.28%,19.18%,58.82%,,2024-12-18
409,8 Dec 2023,"2,585","2,485",76,24,553,521,19,13,21.39%,43.18%,31.16%,54.55%,20.97%,25%,54.17%,Roll-out of release: Started roll-out of 60 (1.5.0) at 100%.,2024-12-18
410,9 Dec 2023,"2,537","2,448",70,19,481,451,16,14,18.96%,43.21%,30.99%,54.61%,18.42%,22.86%,73.68%,,2024-12-18
411,10 Dec 2023,"2,252","2,163",67,22,439,413,11,15,19.49%,43.75%,31.37%,55.14%,19.09%,16.42%,68.18%,,2024-12-18
412,11 Dec 2023,"3,048","2,598",432,18,498,462,28,8,16.34%,43.75%,31.75%,55%,17.78%,6.48%,44.44%,,2024-12-18
413,12 Dec 2023,"2,596","2,312",279,5,383,341,41,1,14.75%,43.92%,32.34%,55.20%,14.75%,14.70%,20%,,2024-12-18
414,13 Dec 2023,"3,413","2,418",982,13,441,413,26,2,12.92%,44%,32.17%,55.15%,17.08%,2.65%,15.38%,,2024-12-18
415,14 Dec 2023,"5,254","3,195","2,041",18,538,523,11,4,10.24%,44.44%,32.14%,56.10%,16.37%,0.54%,22.22%,,2024-12-18
416,15 Dec 2023,"4,824","2,987","1,816",21,506,489,13,4,10.49%,43.96%,31.45%,55.69%,16.37%,0.72%,19.05%,,2024-12-18
417,16 Dec 2023,"4,778","2,882","1,876",20,535,523,8,4,11.20%,43.75%,31.58%,55.56%,18.15%,0.43%,20%,,2024-12-18
418,17 Dec 2023,"4,762","2,898","1,850",14,561,540,13,8,11.78%,44.44%,32.09%,56%,18.63%,0.70%,57.14%,,2024-12-18
419,18 Dec 2023,"5,039","2,883","2,132",24,604,581,15,8,11.99%,44.16%,31.96%,55.77%,20.15%,0.70%,33.33%,,2024-12-18
420,19 Dec 2023,"4,941","2,966","1,955",20,687,655,20,12,13.90%,44.65%,32.43%,56.03%,22.08%,1.02%,60%,,2024-12-18
421,20 Dec 2023,"5,071","3,049","1,999",23,731,700,23,8,14.42%,44.30%,32.14%,55.79%,22.96%,1.15%,34.78%,,2024-12-18
422,21 Dec 2023,"4,237","2,666","1,538",33,612,568,21,23,14.44%,44.44%,32.13%,55.77%,21.31%,1.37%,69.70%,,2024-12-18
423,22 Dec 2023,"4,569","2,843","1,703",23,619,600,12,7,13.55%,43.83%,31.61%,55.47%,21.10%,0.70%,30.43%,,2024-12-18
424,23 Dec 2023,"4,531","2,896","1,618",17,615,587,20,8,13.57%,43.85%,31.25%,55.56%,20.27%,1.24%,47.06%,,2024-12-18
425,24 Dec 2023,"4,905","3,106","1,783",16,673,639,25,9,13.72%,44%,31.30%,55.56%,20.57%,1.40%,56.25%,,2024-12-18
426,25 Dec 2023,"5,053","3,166","1,856",31,670,643,15,12,13.26%,43.90%,31.58%,55.32%,20.31%,0.81%,38.71%,,2024-12-18
427,26 Dec 2023,"4,812","3,043","1,741",28,634,610,17,7,13.18%,43.76%,31.58%,55.07%,20.05%,0.98%,25%,,2024-12-18
428,27 Dec 2023,"5,050","3,153","1,869",28,657,630,19,8,13.01%,43.96%,31.82%,55.38%,19.98%,1.02%,28.57%,,2024-12-18
429,28 Dec 2023,"4,715","2,861","1,825",29,618,578,25,15,13.11%,43.84%,31.71%,55.32%,20.20%,1.37%,51.72%,,2024-12-18
430,29 Dec 2023,"4,334","2,544","1,770",20,516,496,15,5,11.91%,44.05%,31.91%,55.56%,19.50%,0.85%,25%,,2024-12-18
431,30 Dec 2023,"4,429","2,652","1,760",17,572,545,19,8,12.91%,43.40%,31.22%,55.13%,20.55%,1.08%,47.06%,,2024-12-18
432,31 Dec 2023,"5,131","3,022","2,077",32,672,641,17,14,13.10%,43.30%,30.67%,55.31%,21.21%,0.82%,43.75%,,2024-12-18
433,1 Jan 2024,"4,283","2,597","1,658",28,658,616,30,12,15.36%,43.49%,31.46%,54.85%,23.72%,1.81%,42.86%,,2024-12-18
434,2 Jan 2024,"5,373","2,821","2,509",43,840,764,53,23,15.63%,43.80%,31.75%,55.13%,27.08%,2.11%,53.49%,,2024-12-18
435,3 Jan 2024,"4,421","2,429","1,963",29,657,620,24,13,14.86%,43.89%,31.63%,55.14%,25.52%,1.22%,44.83%,,2024-12-18
436,4 Jan 2024,"4,985","2,520","2,423",42,809,737,55,17,16.23%,43.95%,32.10%,55.38%,29.25%,2.27%,40.48%,,2024-12-18
437,5 Jan 2024,"3,157","1,506","1,631",20,572,532,34,6,18.12%,43.93%,31.88%,55.01%,35.33%,2.08%,30%,Roll-out of release: Started roll-out of 61 (1.6.0) at 20%.,2024-12-18
438,6 Jan 2024,"6,549","3,243","3,270",36,"1,043","1,006",31,6,15.93%,43.79%,31.74%,55.26%,31.02%,0.95%,16.67%,,2024-12-18
439,7 Jan 2024,"4,894","2,647","2,228",19,738,706,27,5,15.08%,44.24%,32.34%,55.56%,26.67%,1.21%,26.32%,Roll-out of release: Increased roll-out of 61 (1.6.0) to 100%.,2024-12-18
440,8 Jan 2024,"1,947","1,137",789,21,342,307,26,9,17.57%,44.30%,32.26%,55.39%,27%,3.30%,42.86%,Roll-out of release: Started roll-out of 62 (1.6.1) at 100%.,2024-12-18
441,9 Jan 2024,"2,522","2,097",411,14,513,483,23,7,20.34%,44.35%,32.47%,55.56%,23.03%,5.60%,50%,,2024-12-18
442,10 Jan 2024,"2,869","2,710",144,15,796,757,26,13,27.74%,44.09%,32.09%,55.56%,27.93%,18.06%,86.67%,,2024-12-18
443,11 Jan 2024,"2,269","2,085",162,22,612,583,17,12,26.97%,43.90%,32.14%,55.70%,27.96%,10.49%,54.55%,,2024-12-18
444,12 Jan 2024,"2,238","2,074",141,23,579,548,20,11,25.87%,43.42%,31.43%,54.55%,26.42%,14.18%,47.83%,,2024-12-18
445,13 Jan 2024,"2,994","2,822",141,31,687,649,20,18,22.95%,42.95%,31.38%,54.37%,23%,14.18%,58.06%,,2024-12-18
446,14 Jan 2024,"2,696","2,526",143,27,692,646,31,15,25.67%,44.52%,32.58%,55.85%,25.57%,21.68%,55.56%,,2024-12-18
447,15 Jan 2024,"2,603","2,435",148,20,662,626,25,11,25.43%,44.37%,32.14%,55.56%,25.71%,16.89%,55%,,2024-12-18
448,16 Jan 2024,"2,354","2,230",114,10,651,628,17,6,27.66%,44.19%,32.24%,55.71%,28.16%,14.91%,60%,,2024-12-18
449,17 Jan 2024,"2,211","2,061",133,17,628,590,23,15,28.40%,43.90%,31.84%,55.56%,28.63%,17.29%,88.24%,,2024-12-18
450,18 Jan 2024,"2,380","2,325",39,16,637,606,18,13,26.76%,44.44%,32.51%,55.98%,26.06%,46.15%,81.25%,,2024-12-18
451,19 Jan 2024,"2,357","2,295",38,24,638,620,4,14,27.07%,44.24%,32.14%,55.57%,27.02%,10.53%,58.33%,Roll-out of release: Started roll-out of 63 (1.6.2) at 100%.,2024-12-18
452,20 Jan 2024,"3,101","3,031",53,17,730,710,8,12,23.54%,43.98%,32%,55.56%,23.42%,15.09%,70.59%,,2024-12-18
453,21 Jan 2024,"2,368","2,304",37,27,711,689,4,18,30.03%,44.23%,32.14%,55.59%,29.90%,10.81%,66.67%,,2024-12-18
454,22 Jan 2024,"3,523","3,427",62,34,946,918,4,24,26.85%,44.96%,33.33%,56.36%,26.79%,6.45%,70.59%,,2024-12-18
455,23 Jan 2024,"3,088","3,032",32,24,832,813,5,14,26.94%,44.76%,33.33%,56.06%,26.81%,15.63%,58.33%,,2024-12-18
456,24 Jan 2024,"3,449","3,361",56,32,828,803,6,19,24.01%,45.34%,33.33%,56.67%,23.89%,10.71%,59.38%,,2024-12-18
457,25 Jan 2024,"3,592","3,498",44,50,975,936,4,35,27.14%,44.65%,32.97%,56.04%,26.76%,9.09%,70%,,2024-12-18
458,26 Jan 2024,"3,518","3,425",49,44,"1,031",988,11,32,29.31%,44.71%,32.91%,56%,28.85%,22.45%,72.73%,,2024-12-18
459,27 Jan 2024,"4,607","4,507",57,43,"1,372","1,332",9,31,29.78%,44.44%,32.56%,55.74%,29.55%,15.79%,72.09%,,2024-12-18
460,28 Jan 2024,"3,342","3,248",47,47,"1,152","1,114",3,35,34.47%,45.10%,33.33%,56.52%,34.30%,6.38%,74.47%,,2024-12-18
461,29 Jan 2024,"3,135","3,062",44,29,"1,021",990,8,23,32.57%,44.83%,33.33%,56%,32.33%,18.18%,79.31%,,2024-12-18
462,30 Jan 2024,"6,583","6,468",79,36,"1,939","1,900",14,25,29.45%,44.88%,33.33%,56.05%,29.38%,17.72%,69.44%,,2024-12-18
463,31 Jan 2024,"6,646","6,508",92,46,"2,037","1,997",12,28,30.65%,44.91%,33.33%,56.25%,30.69%,13.04%,60.87%,,2024-12-18
464,1 Feb 2024,"1,512","1,449",30,33,509,482,6,21,33.66%,45.21%,33.33%,56.52%,33.26%,20%,63.64%,,2024-12-18
465,2 Feb 2024,"2,475","2,405",33,37,883,853,3,27,35.68%,44.39%,32.73%,55.36%,35.47%,9.09%,72.97%,,2024-12-18
466,3 Feb 2024,"3,331","3,238",45,48,"1,062","1,030",2,30,31.88%,43.75%,32.15%,55.24%,31.81%,4.44%,62.50%,,2024-12-18
467,4 Feb 2024,"2,963","2,874",50,39,945,915,7,23,31.89%,44.66%,32.89%,55.70%,31.84%,14%,58.97%,,2024-12-18
468,5 Feb 2024,"3,536","3,443",56,37,969,933,8,28,27.40%,44.86%,33.33%,56%,27.10%,14.29%,75.68%,Roll-out of release: Started roll-out of 64 (1.6.3) at 100%.,2024-12-18
469,6 Feb 2024,"3,017","2,938",47,32,849,811,11,27,28.14%,44.44%,33.22%,55.70%,27.60%,23.40%,84.38%,,2024-12-18
470,7 Feb 2024,"3,397","3,292",64,41,890,850,10,30,26.20%,44.64%,33.26%,55.71%,25.82%,15.63%,73.17%,,2024-12-18
471,8 Feb 2024,"3,681","3,586",53,42,847,823,1,23,23.01%,44.44%,32.70%,55.56%,22.95%,1.89%,54.76%,,2024-12-18
472,9 Feb 2024,"3,446","3,350",52,44,847,815,6,26,24.58%,44.24%,32.88%,55.26%,24.33%,11.54%,59.09%,,2024-12-18
473,10 Feb 2024,"3,466","3,350",76,40,738,707,8,23,21.29%,43.90%,32.56%,55.17%,21.10%,10.53%,57.50%,,2024-12-18
474,11 Feb 2024,"3,206","3,105",68,33,870,840,10,20,27.14%,44.72%,33.33%,55.88%,27.05%,14.71%,60.61%,,2024-12-18
475,12 Feb 2024,"3,357","3,265",70,22,821,801,6,14,24.46%,44.91%,33.33%,56.02%,24.53%,8.57%,63.64%,,2024-12-18
476,13 Feb 2024,"3,641","3,568",51,22,829,808,6,15,22.77%,44.68%,33.33%,55.81%,22.65%,11.76%,68.18%,,2024-12-18
477,14 Feb 2024,"3,500","3,411",58,31,799,766,8,25,22.83%,44.90%,33.33%,56.03%,22.46%,13.79%,80.65%,,2024-12-18
478,15 Feb 2024,"3,429","3,324",77,28,812,786,8,18,23.68%,44.70%,33.14%,55.99%,23.65%,10.39%,64.29%,,2024-12-18
479,16 Feb 2024,"3,390","3,296",63,31,821,790,10,21,24.22%,44.44%,33.04%,55.56%,23.97%,15.87%,67.74%,,2024-12-18
480,17 Feb 2024,"3,819","3,730",54,35,878,847,7,24,22.99%,44.39%,32.50%,55.47%,22.71%,12.96%,68.57%,,2024-12-18
481,18 Feb 2024,"3,475","3,377",73,25,865,839,10,16,24.89%,44.70%,33.33%,55.70%,24.84%,13.70%,64%,,2024-12-18
482,19 Feb 2024,"3,504","3,403",74,27,886,862,8,16,25.29%,44.76%,33.13%,55.65%,25.33%,10.81%,59.26%,,2024-12-18
483,20 Feb 2024,"4,787","3,647","1,123",17,920,909,5,6,19.22%,44.83%,33.33%,55.88%,24.92%,0.45%,35.29%,,2024-12-18
484,21 Feb 2024,"5,660","3,597","2,038",25,907,885,6,16,16.02%,44.64%,33.33%,55.64%,24.60%,0.29%,64%,,2024-12-18
485,22 Feb 2024,"5,426","3,764","1,642",20,807,796,5,6,14.87%,44.60%,33.05%,55.74%,21.15%,0.30%,30%,,2024-12-18
486,23 Feb 2024,"4,285","3,432",832,21,759,746,10,3,17.71%,44.44%,32.81%,55.56%,21.74%,1.20%,14.29%,Roll-out of release: Started roll-out of 65 (1.6.4) at 20%. Roll-out of release: Increased roll-out of 65 (1.6.4) to 100%.,2024-12-18
487,24 Feb 2024,"4,119","3,315",790,14,759,753,4,2,18.43%,44.05%,32.50%,55.18%,22.71%,0.51%,14.29%,,2024-12-18
488,25 Feb 2024,"3,695","2,921",756,18,675,654,14,7,18.27%,44.44%,32.47%,55.56%,22.39%,1.85%,38.89%,,2024-12-18
489,26 Feb 2024,"3,716","2,957",736,23,712,685,20,7,19.16%,44.33%,32.95%,55.41%,23.17%,2.72%,30.43%,,2024-12-18
490,27 Feb 2024,"4,828","3,332","1,474",22,766,705,51,10,15.87%,44.44%,32.96%,55.54%,21.16%,3.46%,45.45%,,2024-12-18
491,28 Feb 2024,"5,509","3,500","1,982",27,836,774,54,8,15.18%,44.41%,33.01%,55.59%,22.11%,2.72%,29.63%,,2024-12-18
492,29 Feb 2024,"6,296","3,894","2,377",25,868,812,49,7,13.79%,44.44%,32.86%,55.56%,20.85%,2.06%,28%,,2024-12-18
493,1 Mar 2024,"4,154","2,767","1,363",24,677,613,58,6,16.30%,44.17%,32.50%,55.41%,22.15%,4.26%,25%,,2024-12-18
494,2 Mar 2024,"2,651","1,811",819,21,496,428,58,10,18.71%,44.19%,32.52%,55.56%,23.63%,7.08%,47.62%,,2024-12-18
495,3 Mar 2024,"3,074","2,106",946,22,566,520,36,10,18.41%,44.62%,32.99%,55.66%,24.69%,3.81%,45.45%,,2024-12-18
496,4 Mar 2024,"5,157","3,478","1,661",18,802,760,35,7,15.55%,44.44%,33.18%,55.82%,21.85%,2.11%,38.89%,,2024-12-18
497,5 Mar 2024,"4,988","3,161","1,808",19,751,696,48,7,15.06%,44.84%,33.33%,56.02%,22.02%,2.65%,36.84%,,2024-12-18
498,6 Mar 2024,"6,089","3,572","2,492",25,805,746,50,9,13.22%,45.07%,33.33%,56.46%,20.88%,2.01%,36%,,2024-12-18
499,7 Mar 2024,"6,358","3,687","2,639",32,756,698,44,14,11.89%,44.57%,32.98%,56.04%,18.93%,1.67%,43.75%,,2024-12-18
500,8 Mar 2024,"7,178","4,127","3,019",32,786,714,59,13,10.95%,44.74%,32.89%,55.85%,17.30%,1.95%,40.63%,,2024-12-18
501,9 Mar 2024,"6,737","4,098","2,620",19,758,688,59,11,11.25%,44.58%,32.86%,55.68%,16.79%,2.25%,57.89%,Roll-out of release: Started roll-out of 66 (1.6.5) at 100%.,2024-12-18
502,10 Mar 2024,"6,379","4,033","2,316",30,721,649,63,9,11.30%,44.87%,33.33%,56.25%,16.09%,2.72%,30%,,2024-12-18
503,11 Mar 2024,"7,510","4,729","2,721",60,873,777,66,30,11.62%,45%,33.33%,56.18%,16.43%,2.43%,50%,,2024-12-18
504,12 Mar 2024,"6,859","4,508","2,314",37,664,596,55,13,9.68%,44.83%,33.33%,55.75%,13.22%,2.38%,35.14%,,2024-12-18
505,13 Mar 2024,"5,905","3,894","1,987",24,524,472,43,9,8.87%,44.52%,33.06%,55.91%,12.12%,2.16%,37.50%,,2024-12-18
506,14 Mar 2024,"6,510","3,866","2,606",38,588,523,50,15,9.03%,44.62%,32.76%,55.56%,13.53%,1.92%,39.47%,,2024-12-18
507,15 Mar 2024,"8,595","4,497","4,059",39,786,715,57,14,9.14%,44.44%,33.01%,55.59%,15.90%,1.40%,35.90%,Roll-out of release: Started roll-out of 67 (1.6.5) at 20%.,2024-12-18
508,16 Mar 2024,"7,406","3,768","3,600",38,697,635,51,11,9.41%,44.35%,32.88%,55.78%,16.85%,1.42%,28.95%,Roll-out of release: Halted roll-out of 67 (1.6.5).,2024-12-18
509,17 Mar 2024,"6,565","3,607","2,927",31,683,631,37,15,10.40%,44.53%,33.02%,55.88%,17.49%,1.26%,48.39%,,2024-12-18
510,18 Mar 2024,"5,522","3,202","2,285",35,654,589,49,16,11.84%,44.44%,33.03%,55.67%,18.39%,2.14%,45.71%,,2024-12-18
511,19 Mar 2024,"5,766","3,446","2,273",47,730,670,43,17,12.66%,44.58%,33.33%,55.88%,19.44%,1.89%,36.17%,,2024-12-18
512,20 Mar 2024,"5,841","3,591","2,224",26,760,695,55,10,13.01%,44.44%,32.97%,55.55%,19.35%,2.47%,38.46%,,2024-12-18
513,21 Mar 2024,"5,408","3,499","1,886",23,734,673,55,6,13.57%,44.44%,32.63%,55.61%,19.23%,2.92%,26.09%,,2024-12-18
514,22 Mar 2024,"5,356","3,403","1,919",34,737,672,49,16,13.76%,44.26%,32.64%,55.38%,19.75%,2.55%,47.06%,,2024-12-18
515,23 Mar 2024,"5,650","3,391","2,218",41,756,682,61,13,13.38%,44.12%,32.56%,55.43%,20.11%,2.75%,31.71%,,2024-12-18
516,24 Mar 2024,"5,286","3,206","2,046",34,686,635,43,8,12.98%,44.19%,32.70%,55.56%,19.81%,2.10%,23.53%,,2024-12-18
517,25 Mar 2024,"5,449","3,169","2,221",59,702,629,52,21,12.88%,44.11%,32.27%,55.32%,19.85%,2.34%,35.59%,,2024-12-18
518,26 Mar 2024,"6,269","3,740","2,494",35,742,666,62,14,11.84%,44.26%,32.52%,55.39%,17.81%,2.49%,40%,,2024-12-18
519,27 Mar 2024,"6,035","3,386","2,609",40,727,645,65,17,12.05%,44.08%,32.47%,55.56%,19.05%,2.49%,42.50%,,2024-12-18
520,28 Mar 2024,"6,863","3,671","3,159",33,784,709,59,16,11.42%,43.75%,31.91%,55.05%,19.31%,1.87%,48.48%,,2024-12-18
521,29 Mar 2024,"6,890","3,675","3,175",40,816,723,75,18,11.84%,44.64%,32.65%,55.88%,19.67%,2.36%,45%,,2024-12-18
522,30 Mar 2024,"7,217","3,827","3,356",34,811,748,50,13,11.24%,44.70%,33.22%,56.36%,19.55%,1.49%,38.24%,Roll-out of release: Started roll-out of 70 (1.6.6) at 100%.,2024-12-18
523,31 Mar 2024,"8,095","4,378","3,684",33,870,785,74,11,10.75%,45.16%,33.33%,56.62%,17.93%,2.01%,33.33%,,2024-12-18
524,1 Apr 2024,"7,185","4,125","3,023",37,818,731,73,14,11.38%,45.16%,33.33%,56.52%,17.72%,2.41%,37.84%,,2024-12-18
525,2 Apr 2024,"6,285","3,701","2,559",25,682,600,71,11,10.85%,45.55%,33.33%,56.82%,16.21%,2.77%,44%,,2024-12-18
526,3 Apr 2024,"6,900","4,155","2,703",42,852,733,91,28,12.35%,45.95%,33.67%,57.14%,17.64%,3.37%,66.67%,,2024-12-18
527,4 Apr 2024,"5,361","3,474","1,868",19,580,534,41,5,10.82%,45.85%,33.33%,57.14%,15.37%,2.19%,26.32%,,2024-12-18
528,5 Apr 2024,"5,476","3,756","1,704",16,548,502,39,7,10.01%,45.23%,33.33%,56.55%,13.37%,2.29%,43.75%,,2024-12-18
529,6 Apr 2024,"5,043","3,383","1,643",17,535,490,40,5,10.61%,44.81%,33.12%,56.28%,14.48%,2.43%,29.41%,,2024-12-18
530,7 Apr 2024,"4,995","3,131","1,831",33,564,500,54,10,11.29%,44.68%,33.33%,56.25%,15.97%,2.95%,30.30%,,2024-12-18
531,8 Apr 2024,"4,854","3,132","1,699",23,534,483,41,10,11%,44.65%,33.33%,56.13%,15.42%,2.41%,43.48%,,2024-12-18
532,9 Apr 2024,"3,998","2,555","1,431",12,372,344,25,3,9.30%,45.44%,33.33%,57.14%,13.46%,1.75%,25%,,2024-12-18
533,10 Apr 2024,"5,239","3,306","1,913",20,544,501,32,11,10.38%,44.86%,32.95%,56.64%,15.15%,1.67%,55%,,2024-12-18
534,11 Apr 2024,"5,043","3,211","1,810",22,528,497,25,6,10.47%,44.86%,33.32%,56.25%,15.48%,1.38%,27.27%,,2024-12-18
535,12 Apr 2024,"5,359","3,117","2,205",37,689,623,50,16,12.86%,44.84%,33.33%,56.38%,19.99%,2.27%,43.24%,,2024-12-18
536,13 Apr 2024,"4,024","2,603","1,402",19,479,437,34,8,11.90%,44.83%,32.81%,56%,16.79%,2.43%,42.11%,,2024-12-18
537,14 Apr 2024,"4,520","2,825","1,663",32,482,431,37,14,10.66%,45.24%,33.33%,56.80%,15.26%,2.22%,43.75%,,2024-12-18
538,15 Apr 2024,"5,542","3,021","2,494",27,532,484,40,8,9.60%,45.11%,33.33%,56.51%,16.02%,1.60%,29.63%,,2024-12-18
539,16 Apr 2024,"6,529","3,377","3,128",24,597,555,33,9,9.14%,45.12%,33.33%,56.31%,16.43%,1.05%,37.50%,,2024-12-18
